x,phiSquared
-3,1.652729227210966e-104
-2.976470588235294,1.887072025373096e-100
-2.952941176470588,3.899160394717875e-98
-2.929411764705882,2.810390554477494e-96
-2.905882352941176,6.256171862429867e-95
-2.882352941176471,2.25058350137239e-94
-2.858823529411765,6.718583977093274e-91
-2.835294117647059,1.189523575862945e-88
-2.811764705882353,1.68514905663154e-86
-2.788235294117647,3.846671804007754e-85
-2.764705882352941,2.729428187356169e-83
-2.741176470588235,5.993793352744619e-82
-2.71764705882353,6.242634431334475e-81
-2.694117647058824,1.313129837263113e-78
-2.670588235294117,8.90427564073046e-78
-2.647058823529412,4.844578927675589e-76
-2.623529411764706,2.530495028211863e-73
-2.6,6.01577289136524e-72
-2.576470588235294,2.222415407402253e-70
-2.552941176470588,5.809026015753593e-69
-2.529411764705882,7.068637152296073e-68
-2.505882352941176,1.617169322564213e-66
-2.482352941176471,2.690190414690026e-65
-2.458823529411765,3.811865535495772e-65
-2.435294117647059,3.008336260745355e-64
-2.411764705882353,4.821789693773133e-65
-2.388235294117647,3.486646516234344e-62
-2.364705882352941,4.271489819768688e-62
-2.341176470588235,9.012258343714903e-61
-2.317647058823529,6.88515797474036e-61
-2.294117647058823,4.729654903790868e-60
-2.270588235294118,2.674736269059767e-59
-2.247058823529412,2.441545230877695e-59
-2.223529411764706,4.270993837813898e-58
-2.2,4.859381103892802e-56
-2.176470588235294,4.001985522279309e-54
-2.152941176470588,2.603976873401311e-52
-2.129411764705882,1.424268579735519e-50
-2.105882352941177,6.72456554453691e-49
-2.082352941176471,2.790467883389805e-47
-2.058823529411764,1.030465016099418e-45
-2.035294117647059,3.41748216788225e-44
-2.011764705882353,1.025089862500951e-42
-1.988235294117647,2.796726382245791e-41
-1.964705882352941,6.972401641936513e-40
-1.941176470588235,1.594589908649918e-38
-1.917647058823529,3.356571514224682e-37
-1.894117647058823,6.52199693254689e-36
-1.870588235294118,1.172767584184917e-34
-1.847058823529412,1.956049605426094e-33
-1.823529411764706,3.032337910422982e-32
-1.8,4.377428903135183e-31
-1.776470588235294,5.894575690767772e-30
-1.752941176470588,7.416022969386242e-29
-1.729411764705882,8.73014351880072e-28
-1.705882352941176,9.629657851841178e-27
-1.682352941176471,9.965824565645349e-26
-1.658823529411765,9.68887716694655e-25
-1.635294117647059,8.859548206137311e-24
-1.611764705882353,7.628272617143406e-23
-1.588235294117647,6.191519894494887e-22
-1.564705882352941,4.742293851232152e-21
-1.541176470588235,3.431225496226621e-20
-1.517647058823529,2.34756015761154e-19
-1.494117647058824,1.52025701642824e-18
-1.470588235294118,9.327530117628606e-18
-1.447058823529412,5.427173762708682e-17
-1.423529411764706,2.99735916659919e-16
-1.4,1.572735759639179e-15
-1.376470588235294,7.847162743516613e-15
-1.352941176470588,3.726423501773109e-14
-1.329411764705882,1.685669439104195e-13
-1.305882352941176,7.269876137484545e-13
-1.282352941176471,2.991754110392558e-12
-1.258823529411765,1.175805406309969e-11
-1.235294117647059,4.416913058488975e-11
-1.211764705882353,1.587216938522415e-10
-1.188235294117647,5.460660752131255e-10
-1.164705882352941,1.800115566168766e-09
-1.141176470588235,5.690549295111225e-09
-1.117647058823529,1.726460046675916e-08
-1.094117647058824,5.031007944242177e-08
-1.070588235294118,1.409272173417664e-07
-1.047058823529412,3.79768653851594e-07
-1.023529411764706,9.85299674920652e-07
-1,2.463092803797868e-06
-0.9764705882352942,5.937343448156783e-06
-0.9529411764705884,1.381133600297187e-05
-0.9294117647058826,3.102714186848936e-05
-0.9058823529411764,6.736556466928564e-05
-0.8823529411764706,0.0001414648919658314
-0.8588235294117648,0.0002875378257181907
-0.835294117647059,0.000566101419295196
-0.8117647058823532,0.001080338025316552
-0.7882352941176469,0.001999860647815211
-0.7647058823529411,0.003593498352273173
-0.7411764705882353,0.006272045667565854
-0.7176470588235295,0.01064053198569099
-0.6941176470588237,0.0175573120293241
-0.6705882352941175,0.02819412039012145
-0.6470588235294117,0.044087310400798
-0.6235294117647059,0.06716616654770466
-0.6000000000000001,0.0997400376026062
-0.5764705882352943,0.1444229387047654
-0.552941176470588,0.2039733592051966
-0.5294117647058822,0.2810297898413753
-0.5058823529411764,0.3777308594921421
-0.4823529411764707,0.495225159567199
-0.4588235294117649,0.6331017713561298
-0.4352941176470591,0.78880847580681
-0.4117647058823528,0.9571668873963173
-0.388235294117647,1.130131857692238
-0.3647058823529412,1.29695800516919
-0.3411764705882354,1.444905990327958
-0.3176470588235296,1.560527628300026
-0.2941176470588234,1.631416170613736
-0.2705882352941176,1.648134711497877
-0.2470588235294118,1.605910962681676
-0.223529411764706,1.505681444088977
-0.2000000000000002,1.354211153027278
-0.1764705882352944,1.163263976686933
-0.1529411764705881,0.9480555221836926
-0.1294117647058823,0.7253806301017277
-0.1058823529411765,0.5118213755572294
-0.08235294117647074,0.3223283812744884
-0.05882352941176494,0.1692970305453328
-0.0352941176470587,0.06210311933394843
-0.0117647058823529,0.00696429784224694
0.0117647058823529,0.006964297762598822
0.0352941176470587,0.06210311909272649
0.0588235294117645,0.1692970301363056
0.08235294117647074,0.3223283806892387
0.1058823529411765,0.5118213747879592
0.1294117647058823,0.7253806291448057
0.1529411764705881,0.9480555210434317
0.1764705882352939,1.163263975378845
0.2000000000000002,1.354211151579934
0.223529411764706,1.505681442543705
0.2470588235294118,1.605910961089745
0.2705882352941176,1.648134709915471
0.2941176470588234,1.631416169095711
0.3176470588235292,1.560527626893819
0.3411764705882354,1.444905989068959
0.3647058823529412,1.296958004078431
0.388235294117647,1.130131856776506
0.4117647058823528,0.9571668866502363
0.4352941176470586,0.7888084752160428
0.4588235294117649,0.6331017709008883
0.4823529411764707,0.4952251592254048
0.5058823529411764,0.3777308592418839
0.5294117647058822,0.2810297896625578
0.552941176470588,0.2039733590804535
0.5764705882352938,0.1444229386197891
0.6000000000000001,0.09974003754607956
0.6235294117647059,0.06716616651099296
0.6470588235294117,0.04408731037752726
0.6705882352941175,0.02819412037573091
0.6941176470588233,0.01755731202064699
0.7176470588235295,0.01064053198059248
0.7411764705882353,0.006272045664648459
0.7647058823529411,0.00359349835064862
0.7882352941176469,0.001999860646935488
0.8117647058823527,0.001080338024853627
0.835294117647059,0.0005661014190586568
0.8588235294117648,0.000287537825600919
0.8823529411764706,0.0001414648919094623
0.9058823529411764,6.73655646430367e-05
0.9294117647058822,3.102714185665723e-05
0.9529411764705884,1.381133599781301e-05
0.9764705882352942,5.9373434459829e-06
1,2.46309280291323e-06
1.023529411764706,9.852996745732827e-07
1.047058823529412,3.797686537200824e-07
1.070588235294117,1.409272172938006e-07
1.094117647058823,5.031007942558189e-08
1.117647058823529,1.726460046107282e-08
1.141176470588235,5.690549293265974e-09
1.164705882352941,1.800115565593791e-09
1.188235294117647,5.460660750412344e-10
1.211764705882353,1.587216938029803e-10
1.235294117647059,4.416913057136782e-11
1.258823529411765,1.175805405954755e-11
1.28235294117647,2.991754109500303e-12
1.305882352941176,7.2698761353433e-13
1.329411764705882,1.685669438613686e-13
1.352941176470588,3.726423500701458e-14
1.376470588235294,7.847162741285591e-15
1.4,1.572735759196979e-15
1.423529411764706,2.997359165765498e-16
1.447058823529412,5.427173761214961e-17
1.470588235294118,9.327530115087574e-18
1.494117647058824,1.520257016018204e-18
1.517647058823529,2.347560156984504e-19
1.541176470588235,3.4312254953188e-20
1.564705882352941,4.742293849989041e-21
1.588235294117647,6.191519892886524e-22
1.611764705882353,7.628272615179298e-23
1.635294117647058,8.859548203875867e-24
1.658823529411765,9.688877164494307e-25
1.682352941176471,9.96582456314391e-26
1.705882352941177,9.62965784944378e-27
1.729411764705882,8.730143516644633e-28
1.752941176470588,7.416022967569148e-29
1.776470588235294,5.89457568933482e-30
1.8,4.377428902079425e-31
1.823529411764706,3.032337909696057e-32
1.847058823529411,1.956049604958916e-33
1.870588235294117,1.172767583905702e-34
1.894117647058824,6.521996931117088e-36
1.91764705882353,3.356571513745029e-37
1.941176470588236,1.594589908158511e-38
1.964705882352941,6.97240163331263e-40
1.988235294117647,2.796726357801125e-41
2.011764705882353,1.025089832351104e-42
2.035294117647059,3.417482633554748e-44
2.058823529411764,1.030467012013469e-45
2.08235294117647,2.79050883072116e-47
2.105882352941176,6.725097344524171e-49
2.129411764705882,1.424798110014697e-50
2.152941176470589,2.607892153745987e-52
2.176470588235294,4.014843796400617e-54
2.2,4.97442660764165e-56
2.223529411764706,4.483554485096158e-58
2.247058823529412,2.1568533891095e-60
2.270588235294118,9.433772195060893e-63
2.294117647058823,8.740164284582666e-63
2.317647058823529,2.547737542036481e-63
2.341176470588235,6.776625567495031e-64
2.364705882352941,1.682147806271834e-65
2.388235294117647,1.067375430945404e-63
2.411764705882353,5.734043645114365e-65
2.435294117647059,1.791192174896532e-64
2.458823529411765,3.352023240268869e-64
2.482352941176471,1.746902772308836e-65
2.505882352941176,2.669263701316536e-65
2.529411764705882,2.422721579537737e-65
2.552941176470588,1.117348860279285e-65
2.576470588235294,1.481815711021692e-66
2.6,1.887182947725046e-67
2.623529411764705,1.030769136084429e-65
2.647058823529411,1.552941197842235e-67
2.670588235294118,1.248845089989807e-66
2.694117647058824,2.426423560322939e-67
2.71764705882353,3.25872309259112e-67
2.741176470588235,3.11857692352889e-69
2.764705882352941,5.838159486940457e-70
2.788235294117647,4.707828419282539e-68
2.811764705882353,2.013006217759063e-68
2.835294117647059,2.418444542993837e-69
2.858823529411764,6.748423149201806e-71
2.88235294117647,3.306202713710791e-70
2.905882352941177,2.736697536205641e-70
2.929411764705883,8.548576796748622e-70
2.952941176470588,5.694755280423959e-70
2.976470588235294,9.663207370783041e-71
3,4.556698779944542e-71
